,title,day,writer,illustrator,story,platform,genre,,,,,,
80,집이 없어,화,와난,와난,"집을 버리고 뛰쳐나간 고해준, 집 없이 텐트 생활하는 문제아 백은영. 악연으로 만난 두 사람은 버려진 옛날 기숙사에서 함께 살게 되는데.. 기숙사도 서로도 싫지만 돌아갈 곳이 없는 두 사람의 힘든 성장 이야기",네이버 웹툰,"스토리, 드라마",,,,,,
81,오피스 누나 이야기,화,팔메이로,와삭바삭,"회사 팀에서 만난 성숙하고 매력적인 연상의 여자 안책임님. 현명하고, 배려심 깊고, 그래서 끌리는 하지만, 아이가 있는 여자.",네이버 웹툰,"스토리, 로맨스",,,,,,
82,원주민 공포만화,화,원주민,원주민,끝까지 방심하지 말 것! 당신의 상상을 뛰어넘는 본격 반전 공포 스릴러가 온다!,네이버 웹툰,"스토리, 스릴러",,,,,,
83,몬스터,화,이은재,이은재,"특수기관 몬스터 에서 아르바이트를 하며 생계를 이어나가고 있는 고등학생 유진. 초능력 보유 코드네임은 요원 미션은 데빌 신속제압! 유진은 의외로 ? 간단한 자신의 임무를 수행하면서 무난하게 고등학생의 생활을 이어가지만, 어느 날 왕따를 당하는 친구를 도와줬다는 이유로 본인도 같이 왕따를 당하게 된다. 평범한 생활에 균열이 생기기 시작하면서 점점 감당하기 힘든 시련이 찾아오게 되고 급기야 지구는 최악의 위기에 처하게 되는데..과연 유진은 이 모든 사건을 해결하고 지구를 구할 수 있을까?",네이버 웹툰,"스토리, 액션",,,,,,
84,윌유메리미,"화, 토",마인드C,마인드C,"외모는 상남자, 마음은 감성소녀 윌.외모는 청순녀, 마음은 터프가이 메리! 서울 부산 띠동갑 커플의 리얼 연애 일기",네이버 웹툰,"에피소드, 일상",,,,,,
85,삼국지톡,"화, 금",무적핑크,이리,"유비, 조조, 손권 등 영웅들이 활약하던 후한, 그 난세에 핸드폰이 있었다면? 메신저로 소통하고, 개인 방송으로 군사를 모집한다! 이제껏 보지 못한 완전히 새로운 삼국지!",네이버 웹툰,"에피소드, 시대극",,,,,,
86,아이레,화,설이,설이,사라진 여왕의 힘을 찾기 위한 여정. 그들의 위대한 모험이 시작된다.,네이버 웹툰,"스토리, 판타지",,,,,,
87,위아더좀비,화,이명재,이명재,"초대형 쇼핑몰 서울타워에 좀비 사태가 발발하고, 정부는 사태 진압을 위해 좀비들을 타워에 두고 봉쇄한다. 김인종은 미처 구조되지 못해 좀비들이 우글거리는 타워 안에 남겨져 1년을 산다. 알고 보니 김인종뿐 아니라 꽤 많은 사람들이 몰래몰래 숨어 살고 있는 듯하다. 인간과 좀비가 공존하는 이 미스터리한 타워 안에서 무슨 일이 일어나고 있을까? 2020 지상최대공모전 대상 수상 작품!",네이버 웹툰,"스토리, 드라마",,,,,,
88,하우스키퍼,화,채용택,유현,. 가 인간에게 반역하는 것은 인간을 위해서이다. . 혁명이 일어난 세계에서 사상 최악의 바이러스가 창궐하고 하스티의 주인 네빌은 좀비화가 된다. 세계연합정부는 환자들의 치료를 포기하고 감염확산을 막기 위해 좀비 학살 정책을 벌인다. 인간이 인간을 포기한 최악의 상황에서도 하스티는 주인인 네빌을 포기할 수 없었다. 좀비가 된 주인을 지키기 위한 . 들의 처절한 사투가 시작된다.,네이버 웹툰,"스토리, 판타지",,,,,,
89,빌런투킬,화,퓨핀,은지,"동료를 살해했다는 억울한 누명을 쓰고 사망한 카시안. 모든 게 끝이라고 생각한 순간. 그의 영혼은 어느 소년의 몸에 빙의되어 빌런으로 각성한다. 선망의 대상이자 대중의 지지를 받던 탑클래스 싸이커였던 그가 하루아침에 빌런이 되다니! 그는 자신의 운명을 받아들이기 힘들다. 복수와 분노! 거듭되는 파괴적인 충동으로 이성까지 잠식당할 위기에 처하지만, 신비로운 존재 모로스의 도움과 초인적인 자제력으로 이를 극복해 낸다. 대재앙급이라고?! 어디.. 화끈하게 터트려 볼까!!",네이버 웹툰,"스토리, 판타지",,,,,,
90,이상형은 아닙니다,화,박윤영,은동이,"연애 경험치 만렙 29살 여자와 연애는 커녕 썸 한번 못 타본 모쏠 29년차 남자의 완벽한 이상형 찾기 로맨스! 연애 만렙 차은태앞에 나타난 모쏠남 김진현. 최악의 패션감각에 술은 입에도 못대고 주말엔 집에서 게임하는 게 전부인, 다른 세계에서 뚝떨어진 듯한 이 남자.. 차은태는 절대 이상형일리 없는 이 남자에게 점점 끌리기 시작한다.",네이버 웹툰,"스토리, 로맨스",,,,,,
91,견우와 선녀,화,안수민,안수민,죽음이 가까워진 사람들은 거꾸로 걸어들어 온다 그리고 그게 하필 내 이상형이라니!?,네이버 웹툰,"스토리, 드라마",,,,,,
92,"플레이, 플리",화,이에프,이에프,내 비밀을 유일하게 아는 아이돌이 같은 과 동기? 아이돌로부터 도착한 수상한 디엠! 우리가 같은 과 동기라는 사실을 너는 알까?,네이버 웹툰,"스토리, 로맨스",,,,,,
93,용왕님의 셰프가 되었습니다,화,문백경,카라쿨,인당수에 몸을 던진 심청! 귀차니즘 드래곤의 던전에서 깨어나다? 사연 많은 귀염뽀짝 몬스터와 맛있는 공생라이프!,네이버 웹툰,"스토리, 판타지",,,,,,
94,기계증식증,화,홍작가,홍작가,"고등학교 골키퍼 유망주였던 영기는 교통사고로 팔을 잃게 되고, 바이오의 임상실험에 참가하여 의수를 이식받는다. 그러던 어느 날, 세상에 기계증식증 이라는 바이러스가 퍼지고 정체를 알 수 없는 존재들이 영기를 쫓기 시작한다. 위기의 순간, 의문의 여성 그를 구해주고 영기는 그녀에게 이 모든 사태의 진실을 알게 되는데...",네이버 웹툰,"스토리, 판타지",,,,,,
95,교환학생,화,올챙구리,올챙구리,집안 사정으로 대학 진학을 포기한 용철. 우연히 발견한 학생증으로 얼떨결에 한국대 신입생으로 위장했다! 친구들도 사귀고 마음에 드는 선배도 만나 캠퍼스 라이프를 맛보는가 싶더니 웬걸? 자퇴한 줄 알았던 학생증의 진짜 주인이 나타났다...?! 아슬아슬 짜릿한 가짜학생 사기극이 시작된다!,네이버 웹툰,"스토리, 드라마",,,,,,
96,아이즈,화,정썸머,정썸머,"한 쪽 눈이 없는 고등학생 서주안 은 매일 학교에서 섬뜩한 시선을 느낀다. 두려움에 떨면서도 시선의 정체를 궁금해하던 중, 조류인간 의 존재를 알게되어 혼란에 빠지고... 서늘한 긴장감이 감도는 가운데, 조류인간들의 전쟁이 시작된다!",네이버 웹툰,"스토리, 액션",,,,,,
97,3cm 헌터,화,돌연변이,돌연변이,"세상 사람들의 몸이 3 로 줄어들었다. 이제는 고양이, 개미, 청소기 등 일상의 모든 것이 위협인 상황. 믿을 것은 각자에게 주어진 이능력 하나뿐이다.",네이버 웹툰,"스토리, 판타지",,,,,,
98,제로게임,화,즐바센,즐바센,죽음을 선택한 사람들의 인생 재건설 서바이벌! 2015 대학만화 최강자전 수상작,네이버 웹툰,"스토리, 판타지",,,,,,
99,정년이,화,서이레,나몬,"가진 것 없고 배운 것 없지만, 소리 하나만큼은 타고난 목포 소녀 정년! 정년의 꿈은 여성 국극단에 들어가 부자가 되는 것인데 배워야 할 것은 많고, 주연 배우 자리는 멀기만 하다. 과연 정년은 대 스타가, 부자가 될 수 있을까?",네이버 웹툰,"스토리, 드라마",,,,,,
100,성인초딩,화,미티,미티,32살 내 몸에 9살 나의 영혼이 들어왔다! 대신 32살의 나는 게임기 안에 갇혀버렸네?!,네이버 웹툰,"스토리, 드라마",,,,,,
101,빅맨,화,하하영,하하영,키가 크다는 건 엄청난 축복이라고? 208 인 나한테는 그저 저주일 뿐이다! 빅맨 나은덕의 청춘 성장 학원물!!,네이버 웹툰,"스토리, 스포츠",,,,,,
102,올가미,화,해무리,해무리,"일주일에 단 한 번, 내가 지시하는 곳으로 데려오기만 하면 돼요. 정체불명의 힘을 지닌 윤수와 그의 올가미에 단단히 옭아매어진 채아. 과연 그녀는 그의 덫에서 빠져나올 수 있을까.",네이버 웹툰,"스토리, 드라마",,,,,,
103,은주의 방 2~3부,화,노란구미,노란구미,"인테리어에서 연애까지, 은주의 라이프 체인지 스토리",네이버 웹툰,"스토리, 드라마",,,,,,
104,악인,화,광탄토,마두르,"타인의 생각을 눈으로 볼 수 있는 주인공 봉강. 자신의 능력을 이용해서 소소한 일상을 보내던 중, 과내 최고 인기남 조훈 선배의 속마음을 보게 된다. 하지만 그가 마주한 진실은... 온갖 살의 로 가득찬 살인자 훈의 또 다른 모습이었다.",네이버 웹툰,"스토리, 스릴러",,,,,,
105,나타나주세요!,화,김기현,김기현,"평소보다 특별했던 어느 날, 평범한 대학생 김지용의 꿈속에 정지혜가 나타나기 시작했다. 정지혜에게 첫눈에 반한 김지용은 그녀를 찾아다니기 위해 노력하지만 알고 보니 그녀는.. 2년 전에 자살한 사람이었다?! 그녀를 살리기 위해 고군분투하는 김지용의 달콤살벌 로맨스. 나타나주세요, 내 눈앞에!",네이버 웹툰,"스토리, 로맨스",,,,,,
106,연우의 순정,화,이솔,이솔,여학생으로 오해받을 정도로 여리여리한 외모를 가진 연우. 그는 교내 인기스타인 강해솔을 몰래 좋아하고 있다. 하지만 낯을 굉장히 많이 가리고 소심한 연우는 같은 반인 해솔이에게 말 한 번 붙여본 적 없는데,네이버 웹툰,"스토리, 감성",,,,,,
107,다꾸남,화,코츠,코츠,"다부진 체격에 무뚝뚝한 체대생 강연우. 그에게는 비밀이 있었는데, 그건 바로 예쁘고 귀여운 것을 좋아한다는 것이다. 그런 그의 취미는 바로 다이어리 꾸미기 다꾸 ! 상에서 딸기요정 으로 유명한 그는 문구 축제에 좋아하는 작가님의 신작 스티커가 나온다는 얘기를 듣고 직접 가게 된다. 그리고 곧 강연우는 작가님에게 딸기요정이라는 사실을 들키고 마는데...",네이버 웹툰,"스토리, 로맨스",,,,,,
108,나는 어디에나 있다,화,김선권,김선권,수많은 사람들이 죽었던 여러 대형사고 현장에 동일 인물이 계속 발견된다. 그게... 기억에 없는 나라면? 그 영상을 보는 순간 평범했던 청년 류준의 일상은 완전히 뒤바뀐다. 과연 류준은 사라진 기억의 비밀을 풀고 평범한 일상을 되찾을 수 있을까...,네이버 웹툰,"스토리, 스릴러",,,,,,
109,열녀박씨 계약결혼뎐,화,김너울,닷다,"혼례 첫날밤, 갑작스럽게 서방을 잃은 열녀 박연우. 엎친 데 덮친 격으로 괴한에게 납치당해 우물에 던져졌지만, 눈을 뜬 곳은 21세기 대한민국 ?! 설상가상 연우를 구해준 서방님 판박이는 가짜 혼인을 하자고 한다! 당찬 열녀 박씨 연우와 독신주의자 강태하의 동상이몽 계약 결혼.",네이버 웹툰,"스토리, 로맨스",,,,,,
110,숲속의 담,화,다홍,다홍,어느 순간부터 성장이 멈춘 담 은 사람들을 피해 숲속으로 떠난다.,네이버 웹툰,"스토리, 감성",,,,,,
111,나의 플랏메이트,화,산삼,산삼,해리포터 덕질만이 인생의 큰 기쁨인 피폐한 공시생 건이에게 찾아온 엄청난 행운! 럭셔리 퍼스트클래스를 타고 떠난 런던에서 마음껏 덕질해보려고 했는데... 그녀에게 찾아온 힘든 시련과 멋지고 잘생긴 룸메이트들? 과연 건이는 시련극복과 런던생활을 잘할수 있을것인가!,네이버 웹툰,"스토리, 드라마",,,,,,
112,오파츠,화,성진,부겸,"이 세상에 존재할 수 없는 물건인 오파츠 를 소유한 이들. 그들이 살아가는 세상인 경계의 밖 , 그곳에서 일어난 수많은 특별한 이야기.",네이버 웹툰,"스토리, 판타지",,,,,,
113,태시트,화,김다찌,김다찌,좀비 바이러스를 내뿜는 오염물질로 무너진 세상. 그곳에 적응한 사람들. 높은 자원과 뛰어난 박사 사이먼 을 겸했던 마을 아미나 . 하지만 사이먼 이 실종되고 아미나 사람들은 절망에 빠진다. 그런 아미나 에서 태어나고 자란 루비 . 그녀로 인해 묻혀있던 사건들이 서서히 모습을 드러내기 시작하는데...,네이버 웹툰,"스토리, 액션",,,,,,
114,조선홍보대행사 조대박,화,김양수,김양수,냉혈한 광고홍보의 귀재 조선 시장에서도 성공할 수 있을까?,네이버 웹툰,"스토리, 개그",,,,,,
115,그녀석 정복기,화,강은영,강은영,"모든 걸 공유하는 소꿉친구, 신나와 라운. 어느 날 신나는 라운이의 이중적인 모습을 발견하게 되는데, 순둥이 같던 라운이가 사이코로 돌변한 것! 신나에게만 가면이 벗겨진 라운과, 비밀을 공유하게 된 신나. 만만하기만 했던 라운이 이제는 낯선 남자가 되어 다가온다.",네이버 웹툰,"스토리, 로맨스",,,,,,
116,안식의 밤,화,연제원,연제원,노인들을 대상으로 한 연쇄 살인 사건의 전말 나는 할머니를 죽이지 않았어요!!,네이버 웹툰,"스토리, 스릴러",,,,,,
117,대신 심부름을 해다오,화,고아라,고아라,"요괴도 있고 사랑도 있고 비밀도 있는 마을, 의양리. 이곳에서 나고 자란 은호는 스무살이 되었고 산 속에서 20년 동안 잠들어있던 도깨비가 깨어났다. 은호의 소중한 친구를 지키기 위해서는 할 일이 있다는데...? 가까워지는 인연들에 대한 따뜻한 감성 판타지!",네이버 웹툰,"스토리, 드라마",,,,,,
118,자판귀,화,윤정민,윤정민,"자판기에서 내가 원하는 것이 나온다!? 데뷔를 꿈꾸는 연습생 박도영. 대표의 비리로 데뷔가 무산되자, 만취한 상태로 골목길을 헤매다 수상한 자판기를 보게 되는데...",네이버 웹툰,"에피소드, 스릴러",,,,,,
119,연애는 전쟁!,화,윤솜,와리,"우리, 내기 하나 할까? 서태현한테 먼저 고백받는 쪽이 이기는 걸로. 용모 단정, 성적 우수, 교내에서도 유명한 남녀 쌍둥이 시연 과 시언 완벽한 두 사람이 평범한 남고생 태현 의 마음을 두고 내기를 시작하게 된 이유는? 그리고 이들을 거부하는 태현 의 숨겨진 비밀은 ?! 조금은 특별한 서스펜스 로맨스!",네이버 웹툰,"스토리, 로맨스",,,,,,
120,급식러너,화,슬랭킷,슬랭킷,게임이 현실이 되어버린 세상. 학생들은 점심시간마다 급식실로 질주하는 러닝액션 게임 급식러너 에 열광해있다. 하지만 게임셔틀인 민호에겐 매일의 점심시간이 지옥인데... 그때 민호 앞에 나타난 급식러너의 서버운영자 새나의 제안! 퀘스트를 클리어하면 게임셔틀에서 해방시켜줄게. 자유를 위한 민호의 치열한 질주가 시작된다!!! 2020 지상최대공모전 대상 수상 작품!,네이버 웹툰,"스토리, 판타지",,,,,,
